Program,Heap_Used_Bytes,Available_Memory_Bytes,Total_Memory_Bytes,Memory_Utilization_Percent,Timestamp_Cycles
malloc-large.ke,6725632,529793024,536928256,1.25,36262609598
malloc-large.ke,7147520,529371136,536928256,1.33,36262621752
malloc-large.ke,6696960,529821696,536928256,1.25,36262624767
malloc-large.ke,7172096,529346560,536928256,1.34,36262635656
malloc-large.ke,6832128,529686528,536928256,1.27,36262638392
malloc-large.ke,7131136,529387520,536928256,1.33,36262647978
malloc-large.ke,6819840,529698816,536928256,1.27,36262650359
malloc-large.ke,7143424,529375232,536928256,1.33,36262659980
malloc-large.ke,6873088,529645568,536928256,1.28,36262662047
malloc-large.ke,7225344,529293312,536928256,1.35,36262675389
malloc-large.ke,6979584,529539072,536928256,1.30,36262677369
malloc-large.ke,7335936,529182720,536928256,1.37,36262690210
malloc-large.ke,7139328,529379328,536928256,1.33,36262692082
malloc-large.ke,7430144,529088512,536928256,1.38,36262699188
malloc-large.ke,7008256,529510400,536928256,0.00,36262701562
malloc-large.ke,7483392,529035264,536928256,1.39,36277608961
malloc-large.ke,6983680,529534976,536928256,1.30,36277613594
malloc-large.ke,7405568,529113088,536928256,1.38,36277625306
malloc-large.ke,7188480,529330176,536928256,1.34,36277627081
malloc-large.ke,7348224,529170432,536928256,1.37,36277630720
malloc-large.ke,6877184,529641472,536928256,1.28,36277632877
malloc-large.ke,7282688,529235968,536928256,1.36,36277644013
malloc-large.ke,6983680,529534976,536928256,1.30,36277646090
malloc-large.ke,7471104,529047552,536928256,1.39,36277660132
malloc-large.ke,7110656,529408000,536928256,1.32,36277662549
malloc-large.ke,7614464,528904192,536928256,1.42,36277678590
malloc-large.ke,7192576,529326080,536928256,1.34,36277680957
malloc-large.ke,30130176,506388480,536928256,5.61,36278077284
malloc-large.ke,29777920,506740736,536928256,5.55,36278080222
malloc-large.ke,30068736,506449920,536928256,5.60,36278089126
malloc-large.ke,29777920,506740736,536928256,5.55,36289703251
malloc-large.ke,30175232,506343424,536928256,5.62,36289713003
malloc-large.ke,29675520,506843136,536928256,5.53,36289716293
malloc-large.ke,29900800,506617856,536928256,5.57,36289722878
malloc-large.ke,29577216,506941440,536928256,5.51,36289725163
malloc-large.ke,29868032,506650624,536928256,5.56,36289732877
malloc-large.ke,29515776,507002880,536928256,5.50,36289735215
malloc-large.ke,40624128,495894528,536928256,7.57,36289938732
malloc-large.ke,40337408,496181248,536928256,7.51,36289942088
malloc-large.ke,40611840,495906816,536928256,7.56,36289949296
malloc-large.ke,40419328,496099328,536928256,7.53,36289950881
malloc-large.ke,40693760,495824896,536928256,7.58,36289959323
malloc-large.ke,40284160,496234496,536928256,7.50,36289961595
malloc-large.ke,40607744,495910912,536928256,7.56,36289970126
malloc-large.ke,40337408,496181248,536928256,7.51,36289971957
malloc-large.ke,40804352,495714304,536928256,0.00,36289982935
malloc-large.ke,40579072,495939584,536928256,7.56,36301346418
malloc-large.ke,40816640,495702016,536928256,7.60,36301352183
malloc-large.ke,40452096,496066560,536928256,7.53,36301354484
malloc-large.ke,40738816,495779840,536928256,7.59,36301361968
malloc-large.ke,40464384,496054272,536928256,7.54,36301363994
malloc-large.ke,40882176,495636480,536928256,7.61,36301373613
malloc-large.ke,40484864,496033792,536928256,7.54,36301375882
malloc-large.ke,40620032,495898624,536928256,7.57,36301380335
malloc-large.ke,40329216,496189440,536928256,7.51,36301382379
malloc-large.ke,40792064,495726592,536928256,7.60,36301392972
malloc-large.ke,40353792,496164864,536928256,7.52,36301395321
malloc-large.ke,40767488,495751168,536928256,7.59,36301404051
malloc-large.ke,40292352,496226304,536928256,7.50,36301406641
malloc-large.ke,40497152,496021504,536928256,7.54,36301414444
malloc-large.ke,40087552,496431104,536928256,7.47,36301417203
malloc-large.ke,40431616,496087040,536928256,0.00,36301429358
malloc-large.ke,40194048,496324608,536928256,7.49,36313050871
malloc-large.ke,40542208,495976448,536928256,7.55,36313062147
malloc-large.ke,17604608,518914048,536928256,3.28,36313115106
malloc-large.ke,17985536,518533120,536928256,3.35,36313129775
malloc-large.ke,17567744,518950912,536928256,3.27,36313134704
malloc-large.ke,17981440,518537216,536928256,3.35,36313145857
malloc-large.ke,17514496,519004160,536928256,3.26,36313148648
malloc-large.ke,17772544,518746112,536928256,3.31,36313154980
malloc-large.ke,17416192,519102464,536928256,3.24,36313157265
malloc-large.ke,17752064,518766592,536928256,3.31,36313167287
malloc-large.ke,17264640,519254016,536928256,3.22,36313169679
malloc-large.ke,17543168,518975488,536928256,3.27,36313177505
malloc-large.ke,17068032,519450624,536928256,3.18,36313180494
malloc-large.ke,54743040,481775616,536928256,10.20,36313845722
malloc-large.ke,54329344,482189312,536928256,10.12,36313849173
malloc-large.ke,54583296,481935360,536928256,0.00,36313856063
malloc-large.ke,54202368,482316288,536928256,10.09,36324489382
malloc-large.ke,54542336,481976320,536928256,10.16,36324503360
malloc-large.ke,54382592,482136064,536928256,10.13,36324506390
malloc-large.ke,54747136,481771520,536928256,10.20,36324514091
malloc-large.ke,54542336,481976320,536928256,10.16,36324515818
malloc-large.ke,54763520,481755136,536928256,10.20,36324522501
malloc-large.ke,54415360,482103296,536928256,10.13,36324524500
malloc-large.ke,54677504,481841152,536928256,10.18,36324532915
malloc-large.ke,54337536,482181120,536928256,10.12,36324535386
malloc-large.ke,54812672,481705984,536928256,10.21,36324546560
malloc-large.ke,54521856,481996800,536928256,10.15,36324548830
malloc-large.ke,54771712,481746944,536928256,10.20,36324555231
malloc-large.ke,54636544,481882112,536928256,10.18,36324556678
malloc-large.ke,55148544,481370112,536928256,10.27,36324573977
malloc-large.ke,54636544,481882112,536928256,10.18,36324576515
malloc-large.ke,55017472,481501184,536928256,10.25,36335802507
malloc-large.ke,54759424,481759232,536928256,10.20,36335805030
malloc-large.ke,54898688,481619968,536928256,10.22,36335811591
malloc-large.ke,54517760,482000896,536928256,10.15,36335814330
malloc-large.ke,54665216,481853440,536928256,10.18,36335818501
malloc-large.ke,54161408,482357248,536928256,10.09,36335820667
malloc-large.ke,54599680,481918976,536928256,10.17,36335832581
malloc-large.ke,54345728,482172928,536928256,10.12,36335835025
malloc-large.ke,54747136,481771520,536928256,10.20,36335846291
malloc-large.ke,54333440,482185216,536928256,10.12,36335848397
malloc-large.ke,54501376,482017280,536928256,10.15,36335852298
malloc-large.ke,54251520,482267136,536928256,10.10,36335854134
malloc-large.ke,54763520,481755136,536928256,10.20,36335869124
malloc-large.ke,54419456,482099200,536928256,10.14,36335871421
malloc-large.ke,54661120,481857536,536928256,10.18,36335878103
malloc-large.ke,43552768,492965888,536928256,0.00,36335899376
malloc-large.ke,43773952,492744704,536928256,8.15,36345770659
malloc-large.ke,43372544,493146112,536928256,8.08,36345772667
malloc-large.ke,43593728,492924928,536928256,8.12,36345778117
malloc-large.ke,43229184,493289472,536928256,8.05,36345780024
malloc-large.ke,43388928,493129728,536928256,8.08,36345783517
malloc-large.ke,43126784,493391872,536928256,8.03,36345785172
malloc-large.ke,43544576,492974080,536928256,8.11,36345794453
malloc-large.ke,43266048,493252608,536928256,8.06,36345796144
malloc-large.ke,43638784,492879872,536928256,8.13,36345804274
malloc-large.ke,43220992,493297664,536928256,8.05,36345806342
malloc-large.ke,43720704,492797952,536928256,8.14,36345820214
malloc-large.ke,43257856,493260800,536928256,8.06,36345822645
malloc-large.ke,43556864,492961792,536928256,8.11,36345830320
malloc-large.ke,43282432,493236224,536928256,8.06,36345832426
malloc-large.ke,43458560,493060096,536928256,8.09,36345837019
malloc-large.ke,43298816,493219840,536928256,0.00,36345838652
malloc-large.ke,43638784,492879872,536928256,8.13,36355980116
malloc-large.ke,43417600,493101056,536928256,8.09,36355982569
malloc-large.ke,43704320,492814336,536928256,8.14,36355990386
malloc-large.ke,43380736,493137920,536928256,8.08,36355992124
malloc-large.ke,43671552,492847104,536928256,8.13,36356003098
malloc-large.ke,43159552,493359104,536928256,8.04,36356005741
malloc-large.ke,43646976,492871680,536928256,8.13,36356017628
malloc-large.ke,43147264,493371392,536928256,8.04,36356020282
malloc-large.ke,43646976,492871680,536928256,8.13,36356031981
malloc-large.ke,43208704,493309952,536928256,8.05,36356034588
malloc-large.ke,43503616,493015040,536928256,8.10,36356043293
malloc-large.ke,43282432,493236224,536928256,8.06,36356045121
malloc-large.ke,43479040,493039616,536928256,8.10,36356052094
malloc-large.ke,43257856,493260800,536928256,8.06,36356054359
malloc-large.ke,43589632,492929024,536928256,8.12,36356062535
malloc-large.ke,43450368,493068288,536928256,0.00,36356064368
malloc-large.ke,43593728,492924928,536928256,8.12,36366334388
malloc-large.ke,43106304,493412352,536928256,8.03,36366336612
malloc-large.ke,43352064,493166592,536928256,8.07,36366344860
malloc-large.ke,42979328,493539328,536928256,8.00,36366346744
malloc-large.ke,43327488,493191168,536928256,8.07,36366356833
malloc-large.ke,42995712,493522944,536928256,8.01,36366359573
malloc-large.ke,43200512,493318144,536928256,8.05,36366365247
malloc-large.ke,42954752,493563904,536928256,8.00,36366366955
malloc-large.ke,43298816,493219840,536928256,8.06,36366375777
malloc-large.ke,43057152,493461504,536928256,8.02,36366377767
malloc-large.ke,43560960,492957696,536928256,8.11,36366392282
malloc-large.ke,43384832,493133824,536928256,8.08,36366394411
malloc-large.ke,43687936,492830720,536928256,8.14,36366399965
malloc-large.ke,43339776,493178880,536928256,8.07,36366402269
malloc-large.ke,43708416,492810240,536928256,8.14,36366411519
malloc-large.ke,43405312,493113344,536928256,0.00,36366413475
malloc-large.ke,43741184,492777472,536928256,8.15,36377398147
malloc-large.ke,43442176,493076480,536928256,8.09,36377400353
malloc-large.ke,43659264,492859392,536928256,8.13,36377405375
malloc-large.ke,43253760,493264896,536928256,8.06,36377407360
malloc-large.ke,43388928,493129728,536928256,8.08,36377411203
malloc-large.ke,43245568,493273088,536928256,8.05,36377413101
malloc-large.ke,43601920,492916736,536928256,8.12,36377421384
malloc-large.ke,43266048,493252608,536928256,8.06,36377423455
malloc-large.ke,43618304,492900352,536928256,8.12,36377429837
malloc-large.ke,43413504,493105152,536928256,8.09,36377431351
malloc-large.ke,43905024,492613632,536928256,8.18,36377445488
malloc-large.ke,43405312,493113344,536928256,8.08,36377447961
malloc-large.ke,43732992,492785664,536928256,8.15,36377459179
malloc-large.ke,43241472,493277184,536928256,8.05,36377461366
malloc-large.ke,43753472,492765184,536928256,8.15,36377473421
malloc-large.ke,43536384,492982272,536928256,8.11,36387525204
malloc-large.ke,43909120,492609536,536928256,8.18,36387536982
malloc-large.ke,43433984,493084672,536928256,8.09,36387539257
malloc-large.ke,43569152,492949504,536928256,8.11,36387542633
malloc-large.ke,43282432,493236224,536928256,8.06,36387544236
malloc-large.ke,43749376,492769280,536928256,8.15,36387554143
malloc-large.ke,43614208,492904448,536928256,8.12,36387555627
malloc-large.ke,44081152,492437504,536928256,8.21,36387568981
malloc-large.ke,43790336,492728320,536928256,8.16,36387570838
malloc-large.ke,44101632,492417024,536928256,8.21,36387579452
malloc-large.ke,43765760,492752896,536928256,8.15,36387581311
malloc-large.ke,43937792,492580864,536928256,8.18,36387585256
malloc-large.ke,43802624,492716032,536928256,8.16,36387586630
malloc-large.ke,44081152,492437504,536928256,8.21,36387594196
malloc-large.ke,43933696,492584960,536928256,8.18,36387595647
malloc-large.ke,44392448,492126208,536928256,0.00,36387605968
malloc-large.ke,44195840,492322816,536928256,8.23,36397783829
malloc-large.ke,44679168,491839488,536928256,8.32,36397793507
malloc-large.ke,44220416,492298240,536928256,8.24,36397795786
malloc-large.ke,44552192,491966464,536928256,8.30,36397807321
malloc-large.ke,44212224,492306432,536928256,8.23,36397809714
malloc-large.ke,44371968,492146688,536928256,8.26,36397816435
malloc-large.ke,44060672,492457984,536928256,8.21,36397820956
malloc-large.ke,44400640,492118016,536928256,8.27,36397833087
malloc-large.ke,43888640,492630016,536928256,8.17,36397837839
malloc-large.ke,44359680,492158976,536928256,8.26,36397858294
malloc-large.ke,44007424,492511232,536928256,8.20,36397861176
malloc-large.ke,44240896,492277760,536928256,8.24,36397866229
malloc-large.ke,43909120,492609536,536928256,8.18,36397868754
malloc-large.ke,44126208,492392448,536928256,8.22,36397874402
malloc-large.ke,43831296,492687360,536928256,8.16,36397877355
malloc-large.ke,44253184,492265472,536928256,0.00,36397888555
malloc-large.ke,44085248,492433408,536928256,8.21,36408571266
malloc-large.ke,44486656,492032000,536928256,8.29,36408584088
malloc-large.ke,44253184,492265472,536928256,8.24,36408586047
malloc-large.ke,44425216,492093440,536928256,8.27,36408589936
malloc-large.ke,43958272,492560384,536928256,8.19,36408591960
malloc-large.ke,44154880,492363776,536928256,8.22,36408596188
malloc-large.ke,43732992,492785664,536928256,8.15,36408599019
malloc-large.ke,44036096,492482560,536928256,8.20,36408607456
malloc-large.ke,43749376,492769280,536928256,8.15,36408609450
malloc-large.ke,44236800,492281856,536928256,8.24,36408621385
malloc-large.ke,43880448,492638208,536928256,8.17,36408623292
malloc-large.ke,44216320,492302336,536928256,8.24,36408630278
malloc-large.ke,44019712,492498944,536928256,8.20,36408631933
malloc-large.ke,44302336,492216320,536928256,8.25,36408638883
malloc-large.ke,43929600,492589056,536928256,8.18,36408640863
malloc-large.ke,44265472,492253184,536928256,0.00,36408651578
malloc-large.ke,43798528,492720128,536928256,8.16,36419683645
malloc-large.ke,44007424,492511232,536928256,8.20,36419688769
malloc-large.ke,43724800,492793856,536928256,8.14,36419690570
malloc-large.ke,44199936,492318720,536928256,8.23,36419701026
malloc-large.ke,44027904,492490752,536928256,8.20,36419702626
malloc-large.ke,44433408,492085248,536928256,8.28,36419716269
malloc-large.ke,44216320,492302336,536928256,8.24,36419718557
malloc-large.ke,44634112,491884544,536928256,8.31,36419736731
malloc-large.ke,44290048,492228608,536928256,8.25,36419741336
malloc-large.ke,44580864,491937792,536928256,8.30,36419748455
malloc-large.ke,44077056,492441600,536928256,8.21,36419750619
malloc-large.ke,44498944,492019712,536928256,8.29,36419760564
malloc-large.ke,6823936,529694720,536928256,1.27,36419839093
malloc-large.ke,7053312,529465344,536928256,1.31,36419844801
malloc-large.ke,6725632,529793024,536928256,1.25,36419846790
malloc-large.ke,6877184,529641472,536928256,1.28,36429753048
malloc-large.ke,6455296,530063360,536928256,1.20,36429757174
malloc-large.ke,6832128,529686528,536928256,1.27,36429773618
malloc-large.ke,6623232,529895424,536928256,1.23,36429777099
malloc-large.ke,7110656,529408000,536928256,1.32,36429791061
malloc-large.ke,6881280,529637376,536928256,1.28,36429792738
malloc-large.ke,7118848,529399808,536928256,1.33,36429797178
malloc-large.ke,6717440,529801216,536928256,1.25,36429799013
malloc-large.ke,7106560,529412096,536928256,1.32,36429809534
malloc-large.ke,6701056,529817600,536928256,1.25,36429811661
malloc-large.ke,6922240,529596416,536928256,1.29,36429816004
malloc-large.ke,6545408,529973248,536928256,1.22,36429817745
malloc-large.ke,6807552,529711104,536928256,1.27,36429825706
malloc-large.ke,6320128,530198528,536928256,1.18,36429827814
malloc-large.ke,6770688,529747968,536928256,1.26,36429839560
malloc-large.ke,6549504,529969152,536928256,1.22,36429841769
malloc-large.ke,6750208,529768448,536928256,1.26,36440231784
malloc-large.ke,6549504,529969152,536928256,1.22,36440233912
malloc-large.ke,6823936,529694720,536928256,1.27,36440243342
malloc-large.ke,6664192,529854464,536928256,1.24,36440244841
malloc-large.ke,6803456,529715200,536928256,1.27,36440248069
malloc-large.ke,6434816,530083840,536928256,1.20,36440250226
malloc-large.ke,6623232,529895424,536928256,1.23,36440254963
malloc-large.ke,6287360,530231296,536928256,1.17,36440256666
malloc-large.ke,6676480,529842176,536928256,1.24,36440264834
malloc-large.ke,6225920,530292736,536928256,1.16,36440267600
malloc-large.ke,6488064,530030592,536928256,1.21,36440275972
malloc-large.ke,6004736,530513920,536928256,1.12,36440278318
malloc-large.ke,6483968,530034688,536928256,1.21,36440295252
malloc-large.ke,6332416,530186240,536928256,1.18,36440297725
malloc-large.ke,6696960,529821696,536928256,1.25,36440310872
malloc-large.ke,6217728,530300928,536928256,1.16,36440313481
malloc-large.ke,6602752,529915904,536928256,1.23,36450676774
malloc-large.ke,6365184,530153472,536928256,1.19,36450679612
malloc-large.ke,6561792,529956864,536928256,1.22,36450683658
malloc-large.ke,6090752,530427904,536928256,1.13,36450685921
malloc-large.ke,6529024,529989632,536928256,1.22,36450697272
malloc-large.ke,6041600,530477056,536928256,1.13,36450700140
malloc-large.ke,6176768,530341888,536928256,1.15,36450703797
malloc-large.ke,5898240,530620416,536928256,1.10,36450705588
malloc-large.ke,6119424,530399232,536928256,1.14,36450710931
malloc-large.ke,5701632,530817024,536928256,1.06,36450712989
malloc-large.ke,6209536,530309120,536928256,1.16,36450725114
malloc-large.ke,5820416,530698240,536928256,1.08,36450727424
malloc-large.ke,6017024,530501632,536928256,1.12,36450734764
malloc-large.ke,5578752,530939904,536928256,1.04,36450737133
malloc-large.ke,6029312,530489344,536928256,1.12,36450749653
malloc-large.ke,5738496,530780160,536928256,1.07,36450751800
malloc-large.ke,5926912,530591744,536928256,1.10,36461625818
malloc-large.ke,5476352,531042304,536928256,1.02,36461628833
malloc-large.ke,5623808,530894848,536928256,1.05,36461633998
malloc-large.ke,5402624,531116032,536928256,1.01,36461635592
malloc-large.ke,5619712,530898944,536928256,1.05,36461640845
malloc-large.ke,5431296,531087360,536928256,1.01,36461642354
malloc-large.ke,5730304,530788352,536928256,1.07,36461651418
malloc-large.ke,5365760,531152896,536928256,1.00,36461653421
malloc-large.ke,5726208,530792448,536928256,1.07,36461663740
malloc-large.ke,5537792,530980864,536928256,1.03,36461665587
malloc-large.ke,5844992,530673664,536928256,1.09,36461677029
malloc-large.ke,5369856,531148800,536928256,1.00,36461679565
malloc-large.ke,5619712,530898944,536928256,1.05,36461687549
malloc-large.ke,5320704,531197952,536928256,0.99,36461693396
malloc-large.ke,5697536,530821120,536928256,1.06,36461706583
malloc-large.ke,5500928,531017728,536928256,0.00,36461708650
malloc-large.ke,21520384,514998272,536928256,4.01,36472083633
malloc-large.ke,21381120,515137536,536928256,3.98,36472085965
malloc-large.ke,21606400,514912256,536928256,4.02,36472092411
malloc-large.ke,5586944,530931712,536928256,1.04,36472123011
malloc-large.ke,30949376,505569280,536928256,5.76,36472494483
malloc-large.ke,30814208,505704448,536928256,5.74,36472497207
malloc-large.ke,31211520,505307136,536928256,5.81,36472508775
malloc-large.ke,31014912,505503744,536928256,5.78,36472510498
malloc-large.ke,31334400,505184256,536928256,5.84,36472516280
malloc-large.ke,31072256,505446400,536928256,5.79,36472518291
malloc-large.ke,31547392,504971264,536928256,5.88,36472548910
malloc-large.ke,31072256,505446400,536928256,5.79,36472552562
malloc-large.ke,31309824,505208832,536928256,5.83,36472560611
malloc-large.ke,31002624,505516032,536928256,5.77,36472562555
malloc-large.ke,31432704,505085952,536928256,5.85,36472572823
malloc-large.ke,30924800,505593856,536928256,0.00,36472575023
malloc-large.ke,31375360,505143296,536928256,5.84,36482496816
malloc-large.ke,30990336,505528320,536928256,5.77,36482499397
malloc-large.ke,31477760,505040896,536928256,5.86,36482508255
malloc-large.ke,31203328,505315328,536928256,5.81,36482510028
malloc-large.ke,31617024,504901632,536928256,5.89,36482522734
malloc-large.ke,31203328,505315328,536928256,5.81,36482525068
malloc-large.ke,31686656,504832000,536928256,5.90,36482540025
malloc-large.ke,31203328,505315328,536928256,5.81,36482543925
malloc-large.ke,31653888,504864768,536928256,5.90,36482558019
malloc-large.ke,31416320,505102336,536928256,5.85,36482559818
malloc-large.ke,31883264,504635392,536928256,5.94,36482592220
malloc-large.ke,6520832,529997824,536928256,1.21,36482642641
malloc-large.ke,6905856,529612800,536928256,1.29,36482654400
malloc-large.ke,6656000,529862656,536928256,1.24,36482656246
malloc-large.ke,7114752,529403904,536928256,1.33,36482668451
malloc-large.ke,6811648,529707008,536928256,0.00,36482670418
malloc-large.ke,7176192,529342464,536928256,1.34,36493204833
malloc-large.ke,6778880,529739776,536928256,1.26,36493206950
malloc-large.ke,7200768,529317888,536928256,1.34,36493216447
malloc-large.ke,6975488,529543168,536928256,1.30,36493218250
malloc-large.ke,7409664,529108992,536928256,1.38,36493227753
malloc-large.ke,6987776,529530880,536928256,1.30,36493230089
malloc-large.ke,7294976,529223680,536928256,1.36,36493238195
malloc-large.ke,6975488,529543168,536928256,1.30,36493239934
malloc-large.ke,7204864,529313792,536928256,1.34,36493244741
malloc-large.ke,6737920,529780736,536928256,1.25,36493246761
malloc-large.ke,7188480,529330176,536928256,1.34,36493259004
malloc-large.ke,6881280,529637376,536928256,1.28,36493260797
malloc-large.ke,7032832,529485824,536928256,1.31,36493265189
malloc-large.ke,6582272,529936384,536928256,1.23,36493267112
malloc-large.ke,6733824,529784832,536928256,1.25,36493271867
malloc-large.ke,6516736,530001920,536928256,0.00,36493273463
malloc-large.ke,6983680,529534976,536928256,1.30,36504230359
malloc-large.ke,6606848,529911808,536928256,1.23,36504232613
malloc-large.ke,7024640,529494016,536928256,1.31,36504243917
malloc-large.ke,6873088,529645568,536928256,1.28,36504245573
malloc-large.ke,7229440,529289216,536928256,1.35,36504256097
malloc-large.ke,6844416,529674240,536928256,1.27,36504258547
malloc-large.ke,6987776,529530880,536928256,1.30,36504263025
malloc-large.ke,6627328,529891328,536928256,1.23,36504265161
malloc-large.ke,6762496,529756160,536928256,1.26,36504269572
malloc-large.ke,6275072,530243584,536928256,1.17,36504271761
malloc-large.ke,6725632,529793024,536928256,1.25,36504279892
malloc-large.ke,6574080,529944576,536928256,1.22,36504281461
malloc-large.ke,6770688,529747968,536928256,1.26,36504289497
malloc-large.ke,6627328,529891328,536928256,1.23,36504291064
malloc-large.ke,6815744,529702912,536928256,1.27,36504295949
malloc-large.ke,6627328,529891328,536928256,0.00,36504297566
malloc-large.ke,6770688,529747968,536928256,1.26,36516934145
malloc-large.ke,6574080,529944576,536928256,1.22,36516936286
malloc-large.ke,6897664,529620992,536928256,1.28,36516948628
malloc-large.ke,6479872,530038784,536928256,1.21,36516951102
malloc-large.ke,6713344,529805312,536928256,1.25,36516963992
malloc-large.ke,6377472,530141184,536928256,1.19,36516966859
malloc-large.ke,6631424,529887232,536928256,1.24,36516974138
malloc-large.ke,6164480,530354176,536928256,1.15,36516977034
malloc-large.ke,6320128,530198528,536928256,1.18,36516984129
malloc-large.ke,6066176,530452480,536928256,1.13,36516986204
malloc-large.ke,6488064,530030592,536928256,1.21,36517000876
malloc-large.ke,6316032,530202624,536928256,1.18,36517002916
malloc-large.ke,6721536,529797120,536928256,1.25,36517016486
malloc-large.ke,6262784,530255872,536928256,1.17,36517019759
malloc-large.ke,6488064,530030592,536928256,1.21,36517026965
malloc-large.ke,6082560,530436096,536928256,1.13,36528920024
malloc-large.ke,6520832,529997824,536928256,1.21,36528932576
malloc-large.ke,6291456,530227200,536928256,1.17,36528934356
malloc-large.ke,6664192,529854464,536928256,1.24,36528941436
malloc-large.ke,6225920,530292736,536928256,1.16,36528943491
malloc-large.ke,6602752,529915904,536928256,1.23,36528954557
malloc-large.ke,6279168,530239488,536928256,1.17,36528956406
malloc-large.ke,6672384,529846272,536928256,1.24,36528967387
malloc-large.ke,6279168,530239488,536928256,1.17,36528970370
malloc-large.ke,6656000,529862656,536928256,1.24,36528987813
malloc-large.ke,6520832,529997824,536928256,1.21,36528991160
malloc-large.ke,6721536,529797120,536928256,1.25,36528996088
malloc-large.ke,6270976,530247680,536928256,1.17,36528998136
malloc-large.ke,25444352,511074304,536928256,4.74,36529300086
malloc-large.ke,25243648,511275008,536928256,4.70,36529302467
malloc-large.ke,25444352,511074304,536928256,4.74,36529307632
malloc-large.ke,25296896,511221760,536928256,4.71,36540038596
malloc-large.ke,25440256,511078400,536928256,4.74,36540044642
malloc-large.ke,25075712,511442944,536928256,4.67,36540047259
malloc-large.ke,25587712,510930944,536928256,4.77,36540062770
malloc-large.ke,25432064,511086592,536928256,4.74,36540064857
malloc-large.ke,25763840,510754816,536928256,4.80,36540073618
malloc-large.ke,25530368,510988288,536928256,4.75,36540076036
malloc-large.ke,25812992,510705664,536928256,4.81,36540084973
malloc-large.ke,25550848,510967808,536928256,4.76,36540087226
malloc-large.ke,25845760,510672896,536928256,4.81,36540096313
malloc-large.ke,25411584,511107072,536928256,4.73,36540099299
malloc-large.ke,25796608,510722048,536928256,4.80,36540109661
malloc-large.ke,25571328,510947328,536928256,4.76,36540112089
malloc-large.ke,25776128,510742528,536928256,4.80,36540118106
malloc-large.ke,25391104,511127552,536928256,4.73,36540120744
malloc-large.ke,25845760,510672896,536928256,0.00,36540132848
malloc-large.ke,25513984,511004672,536928256,4.75,36551451762
malloc-large.ke,25796608,510722048,536928256,4.80,36551459741
malloc-large.ke,25653248,510865408,536928256,4.78,36551461348
malloc-large.ke,25952256,510566400,536928256,4.83,36551468242
malloc-large.ke,25808896,510709760,536928256,4.81,36551469815
malloc-large.ke,26132480,510386176,536928256,4.87,36551477871
malloc-large.ke,25710592,510808064,536928256,4.79,36551480288
malloc-large.ke,25878528,510640128,536928256,4.82,36551487258
malloc-large.ke,25366528,511152128,536928256,4.72,36551490045
malloc-large.ke,25522176,510996480,536928256,4.75,36551497834
malloc-large.ke,25354240,511164416,536928256,4.72,36551501036
malloc-large.ke,25706496,510812160,536928256,4.79,36551512912
malloc-large.ke,25550848,510967808,536928256,4.76,36551515216
malloc-large.ke,25792512,510726144,536928256,4.80,36551524103
malloc-large.ke,25403392,511115264,536928256,4.73,36551526370
malloc-large.ke,25620480,510898176,536928256,0.00,36551533714
malloc-large.ke,25403392,511115264,536928256,4.73,36561901292
malloc-large.ke,25882624,510636032,536928256,4.82,36561911388
malloc-large.ke,25427968,511090688,536928256,4.74,36561913627
malloc-large.ke,25788416,510730240,536928256,4.80,36561923074
malloc-large.ke,25493504,511025152,536928256,4.75,36561924948
malloc-large.ke,25862144,510656512,536928256,4.82,36561935089
malloc-large.ke,25509888,511008768,536928256,4.75,36561937074
malloc-large.ke,25849856,510668800,536928256,4.81,36561946575
malloc-large.ke,25493504,511025152,536928256,4.75,36561948750
malloc-large.ke,25669632,510849024,536928256,4.78,36561955837
malloc-large.ke,25190400,511328256,536928256,4.69,36561958096
malloc-large.ke,25346048,511172608,536928256,4.72,36561962897
malloc-large.ke,25141248,511377408,536928256,4.68,36561966430
malloc-large.ke,25325568,511193088,536928256,4.72,36561971517
malloc-large.ke,25149440,511369216,536928256,4.68,36561973412
malloc-large.ke,25337856,511180800,536928256,0.00,36561979148
malloc-large.ke,25137152,511381504,536928256,4.68,36573897224
malloc-large.ke,25542656,510976000,536928256,4.76,36573909410
malloc-large.ke,6369280,530149376,536928256,1.19,36573951747
malloc-large.ke,6881280,529637376,536928256,1.28,36573965963
malloc-large.ke,6520832,529997824,536928256,1.21,36573968342
malloc-large.ke,6909952,529608704,536928256,1.29,36573978981
malloc-large.ke,6586368,529932288,536928256,1.23,36573981275
malloc-large.ke,6873088,529645568,536928256,1.28,36573987309
malloc-large.ke,6500352,530018304,536928256,1.21,36573989478
malloc-large.ke,6963200,529555456,536928256,1.30,36574002832
malloc-large.ke,6623232,529895424,536928256,1.23,36574004860
malloc-large.ke,6836224,529682432,536928256,1.27,36574009413
malloc-large.ke,6385664,530132992,536928256,1.19,36574011536
malloc-large.ke,6569984,529948672,536928256,1.22,36574015503
malloc-large.ke,6180864,530337792,536928256,1.15,36574017398
malloc-large.ke,6561792,529956864,536928256,1.22,36584329703
malloc-large.ke,6279168,530239488,536928256,1.17,36584332128
malloc-large.ke,6516736,530001920,536928256,1.21,36584339203
malloc-large.ke,6066176,530452480,536928256,1.13,36584341273
malloc-large.ke,6393856,530124800,536928256,1.19,36584349041
malloc-large.ke,5931008,530587648,536928256,1.10,36584351069
malloc-large.ke,6160384,530358272,536928256,1.15,36584357226
